,window_length,bed_slope,thick_mean,surf_slope,window_id,rgiid
8,248.92885555743376,0.1192124578996367,16.24927,0.11597635616977367,8,RGI60-07.00010
9,196.56386933969452,0.1415999607394311,17.168152,0.13650569228366655,9,RGI60-07.00010
10,85.38188610358345,0.0,18.186327,0.0,10,RGI60-07.00010
0,72.00067707960694,0.15103743086867308,13.757988,0.12435383715644044,0,RGI60-07.00024
1,192.00178586264158,0.1637336588659248,14.597683,0.1651471690983433,1,RGI60-07.00024
2,168.00154010806287,0.3268994903394597,12.439909,0.3482900512862168,2,RGI60-07.00024
3,214.6644650689482,0.09678661173189913,10.342457,0.09751679708077964,3,RGI60-07.00024
4,192.00172278561593,-0.3117230442151519,10.829138,-0.31705309519688735,4,RGI60-07.00024
5,255.12577323321617,-0.04162768593062636,16.081718,-0.07823271129461808,5,RGI60-07.00024
6,192.00168409346793,0.1600245249147503,18.763485,0.18031024740132182,6,RGI60-07.00024
7,206.45759259777142,0.26611264611220914,10.793846,0.26486921631251265,7,RGI60-07.00024
8,193.4958503697739,0.23987479004030096,11.0947,0.23828453475903014,8,RGI60-07.00024
9,214.66437685606326,0.20397808295516967,11.459888,0.20217089152597212,9,RGI60-07.00024
10,96.00083062504557,0.23577798817939527,11.694003,0.2351490092964528,10,RGI60-07.00024
0,2088.8090210959735,0.005417626490791873,400.2273,0.015657992188264625,0,RGI60-07.00025
1,4401.579273334635,0.005125762031254086,345.83762,0.02138332896839027,1,RGI60-07.00025
2,4201.519049689351,0.004375598396335087,277.77612,0.02145768252502336,2,RGI60-07.00025
3,4201.530395783952,0.024366099358264445,241.02701,0.02112664157811916,3,RGI60-07.00025
4,4201.541782769522,0.03402909123653812,300.3546,0.009228084902595333,4,RGI60-07.00025
5,4401.627445767879,0.0055382225033518894,339.61978,0.01216059622051721,5,RGI60-07.00025
6,4201.565201581544,0.007380872400995026,299.00092,0.017203724789204785,6,RGI60-07.00025
7,5383.423176188202,0.0009340998057759878,266.11258,0.005023327095572169,7,RGI60-07.00025
8,4562.29626875597,-0.0065427093672005944,215.2774,0.00889457012371943,8,RGI60-07.00025
9,4244.045573506073,0.017945114572247053,185.09216,0.01288338049483095,9,RGI60-07.00025
10,2236.7782719187385,0.007737589371010415,191.73889,0.02111269943605634,10,RGI60-07.00025
0,0.0,,342.62378,,0,RGI60-07.00026
1,1394.3017068287054,0.017818055374775446,346.12277,0.014068133089906502,1,RGI60-07.00026
2,1564.2487148221253,0.01356039758509039,345.20642,0.01798868642614393,2,RGI60-07.00026
3,1564.254650847138,0.019398786992266027,354.8601,0.015295945057344225,3,RGI60-07.00026
4,1332.862643875473,-0.09844399922435662,275.3888,0.01719754464230369,4,RGI60-07.00026
5,1637.549550780116,0.05222550182117324,208.52826,0.024010920306902116,5,RGI60-07.00026
6,1281.5900451242744,0.04369156662533036,239.03894,0.026081851330969855,6,RGI60-07.00026
7,1464.6760844901928,0.004286683148218798,226.56635,0.02643807358659646,7,RGI60-07.00026
8,1464.6779368347902,-0.009534040354216356,187.29749,0.027985225156149582,8,RGI60-07.00026
9,1281.5947274427258,0.054330914190027356,162.86877,0.023926494378732364,9,RGI60-07.00026
10,1687.9676371703197,0.03289622280617107,174.02362,0.04013978423072239,10,RGI60-07.00026
0,2474.7811922517053,-0.007698701667200777,540.7794,0.007805214113476894,0,RGI60-07.00027
1,6553.851266114017,0.004392218641130573,499.229,0.011022264992680914,1,RGI60-07.00027
2,5602.216891429725,0.013310403998903146,485.4605,0.01032756460650984,2,RGI60-07.00027
3,5616.518765355676,0.008427329358043243,493.84436,0.00926217085201018,3,RGI60-07.00027
4,6884.718731594892,0.00513697561859413,467.35443,0.012186771325429172,4,RGI60-07.00027
5,7510.64403931284,0.011796699295345664,440.61774,0.012178861524358701,5,RGI60-07.00027
6,6885.073115493092,0.0014386581576655319,396.9682,0.012613488387238362,6,RGI60-07.00027
7,7250.651413923326,0.0009500633607135549,315.12668,0.010040268575121263,7,RGI60-07.00027
8,5730.123320131391,0.0023767923624855246,234.19287,0.015063189999805604,8,RGI60-07.00027
9,5775.515720921695,0.0004059545237672737,175.75616,0.01057715928265531,9,RGI60-07.00027
10,3001.7076289682755,0.013044286838528958,129.82394,0.021629835437065353,10,RGI60-07.00027
0,0.0,,475.93668,,0,RGI60-07.00028
1,2281.433789425271,-0.013117745969840075,431.72028,0.014632274773926833,1,RGI60-07.00028
2,2060.1195755385083,-0.024766689150191663,358.03775,0.01861121904938225,2,RGI60-07.00028
3,2060.1352897217807,0.016870830411894272,338.25928,0.014627026757996884,3,RGI60-07.00028
4,2263.871238917807,-0.0020711854204213767,304.73145,0.02279670057486932,4,RGI60-07.00028
5,2546.883283699478,0.040326848446759704,278.50507,0.031688480655836536,5,RGI60-07.00028
6,2546.912988535398,0.026683858320290046,276.2677,0.03335487783358532,6,RGI60-07.00028
7,2127.1613469403565,0.024556628870781805,261.53528,0.02647124354868755,7,RGI60-07.00028
8,1800.9678927381622,-0.0020907255548131337,240.48514,0.017852229900832014,8,RGI60-07.00028
9,2281.5932237221655,0.00932207790593799,189.6582,0.038741756593044734,9,RGI60-07.00028
10,1400.776178358771,0.0401180724563543,154.72144,0.032855997038568084,10,RGI60-07.00028
0,447.40478342659094,0.030205209167364654,561.0596,0.004528309046936491,0,RGI60-07.00029
1,3579.2774683761913,0.005594158513190219,563.8944,0.0077632244213413845,1,RGI60-07.00029
2,3312.1002925217877,-0.0011065046760853933,538.33124,0.011297260123264607,2,RGI60-07.00029
3,3843.696407585833,-0.011402953292079746,468.20758,0.012472596207446177,3,RGI60-07.00029
4,3607.3267778723875,0.006157924913779167,404.03613,0.013180401041541296,4,RGI60-07.00029
5,3008.191300183046,-0.013099011295383158,354.0428,0.011709089996322053,5,RGI60-07.00029
6,4105.819734418971,0.019867913980051242,305.53802,0.020575840180492733,6,RGI60-07.00029
7,4105.897468370193,0.029097110308413873,301.6716,0.02458747478281652,7,RGI60-07.00029
8,3722.3159680931544,0.02373248981811572,310.29077,0.025473666982613295,8,RGI60-07.00029
9,3844.114959249217,-0.002874834240678266,261.86664,0.02213013836745485,9,RGI60-07.00029
10,3396.1504252567656,-0.00771242792571898,140.94958,0.0386711529963051,10,RGI60-07.00029
0,588.3166882125469,-0.00940891233469743,520.713,0.013059559725719835,0,RGI60-07.00030
1,1970.8521376860404,-0.00010752407937214916,494.91257,0.015109978168313038,1,RGI60-07.00030
2,2556.957214411489,-0.018031705677261506,430.8615,0.018236098902663096,2,RGI60-07.00030
3,2393.8561418170775,0.011895686413914381,369.86435,0.01924096866386452,3,RGI60-07.00030
4,2787.31860705515,0.0016222379530216582,331.9508,0.022830666306945326,4,RGI60-07.00030
5,3050.879463545207,0.02102434376753888,284.30032,0.026232403037665112,5,RGI60-07.00030
6,2000.0458323080181,0.018733623028031297,262.5136,0.028275307194051042,6,RGI60-07.00030
7,2157.353398898754,-0.0008900702254472451,233.33563,0.019037626821348342,7,RGI60-07.00030
8,2047.608651841706,0.013822886129024558,202.59105,0.014561782347924792,8,RGI60-07.00030
9,2157.4035722085655,0.0014647808657712042,181.16733,0.02371023093533253,9,RGI60-07.00030
10,1493.6772488991496,0.024611033013429706,115.36475,0.059726472913058166,10,RGI60-07.00030
0,2434.4462744241146,0.010148095366649082,461.94043,0.014551333831352499,0,RGI60-07.00031
1,2201.242194299401,0.024189910327810427,426.53818,0.01978721305823916,1,RGI60-07.00031
2,2401.3877098261,0.016194727161814873,446.1012,0.015132382652819326,2,RGI60-07.00031
3,2401.421587821126,0.004025532648539158,430.8988,0.01618528775541462,3,RGI60-07.00031
4,2401.455451121496,-0.004028373250320647,397.24362,0.014845811684103342,4,RGI60-07.00031
5,2507.5481768359095,0.0157433371633403,362.6294,0.021055973074941465,5,RGI60-07.00031
6,2475.4353531492347,0.013558943539330803,342.99133,0.01945125693791543,6,RGI60-07.00031
7,2409.8843094309,0.008133481230879319,309.79028,0.02354261725912299,7,RGI60-07.00031
8,2201.460088057145,0.004791691173503623,253.237,0.03129346141037584,8,RGI60-07.00031
9,2401.625378441195,0.021992620737894698,195.50653,0.043394750639348556,9,RGI60-07.00031
0,422.65810305209294,-0.2519319185508594,181.26898,-0.00487632629113942,0,RGI60-07.00032
1,746.795502682579,0.10943882253716604,80.990585,0.15974577158445474,1,RGI60-07.00032
2,653.4451017688136,0.14367036898046542,81.405975,0.09027270719816297,2,RGI60-07.00032
3,563.9713368399674,0.09554464979288377,113.52391,0.044646636739877336,3,RGI60-07.00032
4,528.0626242542131,0.06575289932934639,129.72131,0.06076761296165451,4,RGI60-07.00032
5,462.0547401476263,0.06283077265776885,137.2993,0.04241781218986945,5,RGI60-07.00032
6,746.7937360252799,0.015697435022310222,123.422615,0.05741097806322649,6,RGI60-07.00032
7,660.0795098715842,0.03166215231886408,95.58292,0.06113548646349361,7,RGI60-07.00032
8,622.7184325371521,0.05677026165104067,81.306335,0.062326602735222544,8,RGI60-07.00032
9,532.1740836243293,0.07667029220993883,72.79537,0.09069704266291634,9,RGI60-07.00032
10,186.69912513648217,-0.07748420891674201,41.19387,0.19419171305885355,10,RGI60-07.00032
0,894.4057309343298,-0.054881342453511346,196.78485,0.029691672707341243,0,RGI60-07.00033
1,970.1180744820961,0.016806963448810816,145.20923,0.031680026834325886,1,RGI60-07.00033
2,873.1044398194142,0.04617544670667004,126.05547,0.06279249529770752,2,RGI60-07.00033
3,873.1024593955974,0.12319215104261275,162.62543,0.03452567273260908,3,RGI60-07.00033
4,782.1290920548324,-0.007488952513396895,200.52332,0.019892293941736958,4,RGI60-07.00033
5,1168.1665862918499,0.0067485062147796355,158.65659,0.039048069526156415,5,RGI60-07.00033
6,873.0965439035866,-0.004065759292113196,116.4396,0.04173606272251177,6,RGI60-07.00033
7,776.0841454493028,0.12953306126454395,102.73396,0.09624294859335547,7,RGI60-07.00033
8,920.3205569741447,0.046131944700966945,94.50128,0.07623983116289601,8,RGI60-07.00033
9,878.4636456316875,0.13474849033853128,65.18653,0.16502999063722887,9,RGI60-07.00033
0,1129.8723439665523,-0.015635808751108354,210.11827,0.02321838423274463,0,RGI60-07.00034
1,1170.6743815708558,0.026358196769924003,189.69989,0.023919479274720067,1,RGI60-07.00034
2,1299.8571766323805,0.017351333074913187,194.36975,0.01408715430741161,2,RGI60-07.00034
3,1743.9379211161859,-0.0070556441454524815,177.45908,0.012726750865818271,3,RGI60-07.00034
4,1550.1626398868532,-0.001135921776944974,120.96376,0.0343278808471084,4,RGI60-07.00034
5,1233.1431580405854,0.04634056097041286,99.51247,0.03579197581782037,5,RGI60-07.00034
6,1562.2167121765387,0.0684766777188649,133.74074,0.030717897883177348,6,RGI60-07.00034
7,1104.6507026996653,-0.010903783178428954,168.46928,0.012165121799288976,7,RGI60-07.00034
8,1263.2124381868805,0.04050145412023025,127.30299,0.061887441981468796,8,RGI60-07.00034
9,1233.1275423272075,0.029193534999798577,111.443375,0.04518605092207087,9,RGI60-07.00034
10,0.0,,55.344177,,10,RGI60-07.00034
0,1523.4308074248543,0.032233664827877706,361.02435,0.017576992821537754,0,RGI60-07.00035
1,1612.7449696123247,0.006458341140630425,366.72705,0.01189976974620476,1,RGI60-07.00035
2,1600.2906976735617,0.014983701042853344,363.9132,0.011223151812503714,2,RGI60-07.00035
3,1709.1117453890427,0.02488234800625709,379.70068,0.013535807244743573,3,RGI60-07.00035
4,1600.291689725984,0.023656681474615172,390.2716,0.02045011558410489,4,RGI60-07.00035
5,1789.1815814834872,-0.061108060848459655,315.60162,0.021617872796011062,5,RGI60-07.00035
6,1789.185842021082,-0.011021753658723855,302.3861,0.021583996659779742,6,RGI60-07.00035
7,1709.120924418132,-0.0084812261081034,234.85449,0.026083427154141605,7,RGI60-07.00035
8,2546.0703182603193,0.021944257345555808,145.73595,0.058785548263222256,8,RGI60-07.00035
9,1980.2862491725748,0.07771985674081963,87.82091,0.08000659081297669,9,RGI60-07.00035
10,0.0,,83.06143,,10,RGI60-07.00035
0,125.01540498118106,0.01911177219843282,234.9014,0.014846688584400036,0,RGI60-07.00036
1,875.1092379454044,-0.07819554526921087,187.36197,0.031364003520637396,1,RGI60-07.00036
2,875.1114827313716,0.010893200696867372,118.974625,0.0480715532664222,2,RGI60-07.00036
3,1414.3978138371413,0.08818284294103677,136.64906,0.04273185282772073,3,RGI60-07.00036
4,884.0011919928457,0.010884112346409762,153.018,0.047478164920496085,4,RGI60-07.00036
5,1250.1700588459414,0.06501346363909752,126.34103,0.07769414992578745,5,RGI60-07.00036
6,952.1038829550366,0.16374415691796773,175.2666,0.051701913226831396,6,RGI60-07.00036
7,1007.924790326574,-0.019085807959493273,201.30887,0.05490034737310475,7,RGI60-07.00036
8,1179.416860580274,0.031069627360628144,153.71465,0.04148809604428071,8,RGI60-07.00036
9,1007.9280156348154,0.03443877938876788,140.01755,0.04810647149460451,9,RGI60-07.00036
10,760.4566573493735,0.04136405855867746,103.46176,0.08464625562865132,10,RGI60-07.00036
0,158.03100216613313,-0.033394297339838744,333.07477,-0.003662919459466994,0,RGI60-07.00037
1,1150.4858768295803,-0.012735815152865098,318.67212,0.0005365641799726046,1,RGI60-07.00037
2,999.4819854080165,-0.020746785165646278,299.11652,0.019725128871125527,2,RGI60-07.00037
3,1340.9502088125003,0.007089553088433141,257.5548,0.022940811219999087,3,RGI60-07.00037
4,1340.954454132299,-0.01328680896139295,209.14243,0.03299962161212854,4,RGI60-07.00037
5,1564.4521575255676,0.06572733482284926,213.00952,0.014634497919499109,5,RGI60-07.00037
6,1340.9635196321185,0.01603869947945613,206.68686,0.03147863326687573,6,RGI60-07.00037
7,1340.9677354415237,0.001626401589570626,174.86545,0.020824565380757762,7,RGI60-07.00037
8,1564.4676155062239,0.041880636873267096,120.64961,0.06739376258144736,8,RGI60-07.00037
9,1234.2977965971577,0.061121916198573975,98.718094,0.07329760261152977,9,RGI60-07.00037
10,893.9869958093506,0.11200780400580575,80.028854,0.12971901244201403,10,RGI60-07.00037
0,0.0,,233.1565,,0,RGI60-07.00038
1,1086.7570167624826,0.05896335001674185,251.34073,0.011355880906318231,1,RGI60-07.00038
2,1341.7739527796496,-0.0009601689461490356,225.22742,0.02894555569037989,2,RGI60-07.00038
3,1080.1043050454534,0.026967490488656144,209.91982,0.017087264795084964,3,RGI60-07.00038
4,1200.1127413850957,-0.029641519774749964,182.9967,0.023841533316925376,4,RGI60-07.00038
5,1138.5239546790697,0.028743806222178522,129.59027,0.051853790144024164,5,RGI60-07.00038
6,1341.7599485259952,0.04560997752067587,122.11116,0.038725850551826396,6,RGI60-07.00038
7,1235.5822384024632,0.017842970681242326,128.65182,0.014330063358009282,7,RGI60-07.00038
8,1341.7531868295712,0.016777595003960085,132.64346,0.010214474237224037,8,RGI60-07.00038
9,1106.4351788500605,0.02540523557670124,121.472275,0.04595070382197967,9,RGI60-07.00038
10,1080.0850135769092,0.05096742003568501,53.411922,0.14104310433439182,10,RGI60-07.00038
0,114.00958632777964,0.04344743234110414,314.6999,0.019802189475156863,0,RGI60-07.00039
1,644.9352956729667,-0.009545572517259546,310.58865,0.017796575123898015,1,RGI60-07.00039
2,806.1680827336982,-0.016056945082190726,267.43793,0.02483545090465721,2,RGI60-07.00039
3,644.9336375313421,0.019875526246281257,241.1463,0.036832441437549185,3,RGI60-07.00039
4,806.1660121840449,0.04341597509884184,226.7139,0.05757165025782609,4,RGI60-07.00039
5,664.7807388304915,0.018726520007268852,206.95428,0.05876390058598939,5,RGI60-07.00039
6,456.0356372001583,0.018922447700461344,186.50725,0.05479241381316516,6,RGI60-07.00039
7,570.0444984374201,0.004934909538401674,153.25575,0.0671369864526445,7,RGI60-07.00039
8,456.03556031784547,0.013142360098745745,122.484764,0.051582838397220956,8,RGI60-07.00039
9,581.333443166603,0.047233526107785875,89.548874,0.09042204782916612,9,RGI60-07.00039
10,342.0265410228922,0.09418173137942133,66.77351,0.13533570020077804,10,RGI60-07.00039
0,325.3367737314247,-0.02921077282395107,339.741,0.008829638214358821,0,RGI60-07.00040
1,1547.4930423377004,-0.03400245787148315,302.5281,0.009552710765707783,1,RGI60-07.00040
2,1789.365886470383,-0.016884178218421336,225.65392,0.01627902972469894,2,RGI60-07.00040
3,1626.7040714208326,-0.012488807566033894,152.29973,0.036604288501182906,3,RGI60-07.00040
4,1265.2818399422829,0.012823207216947293,108.453026,0.019081610063466186,4,RGI60-07.00040
5,1150.2568087927943,0.04441129919645069,118.80069,0.021122378981501596,5,RGI60-07.00040
6,1346.3407592249973,0.028469435350122682,147.45389,0.01394441148628715,6,RGI60-07.00040
7,1626.7043465460058,0.011670569354935633,140.03058,0.028327616713821085,7,RGI60-07.00040
8,1564.5090627845543,0.06555610375193179,138.83185,0.0483935948045742,8,RGI60-07.00040
9,1286.0155507645356,0.04079052768663256,122.10629,0.07985045013475178,9,RGI60-07.00040
10,1150.2449647760798,0.020054544763221126,75.187836,0.0652829888330717,10,RGI60-07.00040
0,1542.29106511042,0.029342461625988026,360.1549,0.0077169229268989085,0,RGI60-07.00041
1,2065.8128964983944,-0.006061951147344315,344.08636,0.008058791313076666,1,RGI60-07.00041
2,2275.316147967554,-0.00428914305877428,313.95053,0.008776376309579932,2,RGI60-07.00041
3,2132.4695813614317,0.027199645007800553,283.7253,0.025062597985732463,3,RGI60-07.00041
4,2091.0598466286883,0.024133151549424414,325.46973,0.01927431905940681,4,RGI60-07.00041
5,2313.435764811057,-0.029441540103364777,328.81348,0.020798852507835582,5,RGI60-07.00041
6,2259.897640753965,0.028505101848517324,262.5223,0.0260735003261423,6,RGI60-07.00041
7,2065.8218944674677,0.018374067224543017,255.70004,0.018605637311767686,7,RGI60-07.00041
8,2313.4395481667475,0.011555851892909717,216.89676,0.03367765565640651,8,RGI60-07.00041
9,2343.47843449223,0.006388866238024219,145.86633,0.04330007428368182,9,RGI60-07.00041
10,374.0589567027736,0.04873785834987373,90.91489,0.06506609158689076,10,RGI60-07.00041
0,1132.3491078676486,0.03463057447451846,355.25873,-0.011315568415172743,0,RGI60-07.00042
1,1776.5821918885672,-0.02428183489795021,341.33942,0.02920791877264011,1,RGI60-07.00042
2,1998.665145354213,0.06080769409022626,287.73065,0.052961028555509944,2,RGI60-07.00042
3,1616.7295558382536,-0.013128671208735777,249.42142,0.037609759960401334,3,RGI60-07.00042
4,1256.2474157880365,0.025780132951150628,199.27246,0.03253435031553615,4,RGI60-07.00042
5,1413.2790724105162,-0.00449982972633651,157.63524,0.039184728645769384,5,RGI60-07.00042
6,1256.2487137549563,0.037427881142945305,139.24802,0.027422970495250748,6,RGI60-07.00042
7,1413.280534478341,0.049624648796115806,156.159,0.034195326929932886,7,RGI60-07.00042
8,1413.281305472385,0.02528989604280222,165.28328,0.03143674343961011,8,RGI60-07.00042
9,1294.9123201112645,-0.0010447612881699744,131.86504,0.045583198574890474,9,RGI60-07.00042
10,314.0623184266246,0.0723103664448171,94.05934,0.08658324086203414,10,RGI60-07.00042
0,208.03770131929141,0.021868223919797106,318.65472,0.01986337066833551,0,RGI60-07.00043
1,1060.787896652941,0.07282616957337253,353.94196,0.018607745682393487,1,RGI60-07.00043
2,1148.9252305234609,0.01917716284769223,380.43512,0.018804581396259002,2,RGI60-07.00043
3,1045.375787469867,-0.04109281370958188,332.1126,0.022725932601619394,3,RGI60-07.00043
4,1040.1880016219304,0.009197073803904485,284.80182,0.026461451974833055,4,RGI60-07.00043
5,1040.1883757728012,-0.006026585294232826,251.96323,0.03428703243821736,5,RGI60-07.00043
6,1213.057000520379,0.022403666879635405,215.38702,0.04190066871051472,6,RGI60-07.00043
7,1618.1483626564593,0.023722704631947207,189.60141,0.03852648824256044,7,RGI60-07.00043
8,1471.039333293792,0.0372178614507875,158.13593,0.051857994881199736,8,RGI60-07.00043
9,1213.0471916544393,0.021957227819841284,121.221695,0.06265866343882641,9,RGI60-07.00043
10,757.2613231900042,0.023349406357281114,54.65441,0.1231306073407426,10,RGI60-07.00043
0,0.0,,51.449944,,0,RGI60-07.00044
1,108.00868992376647,0.11699201273682946,55.142406,0.049115808890944704,1,RGI60-07.00044
2,81.0065188482191,0.10677429029372175,60.46282,0.06688904552434784,2,RGI60-07.00044
3,81.00652009317865,0.08977912074495945,62.9678,0.06826140147227491,3,RGI60-07.00044
4,81.00652134362336,0.07677609183322813,64.21895,0.06758753545111816,4,RGI60-07.00044
5,81.00652259209683,0.07091237635027148,64.63829,0.06980126736359994,5,RGI60-07.00044
6,108.00869865452694,0.09827561147912746,61.561935,0.10856663787658055,6,RGI60-07.00044
7,81.00652539793721,0.037123604590228,59.589367,0.0718488456655516,7,RGI60-07.00044
8,85.38837878804713,0.0152146595930369,55.47117,0.07846793144053624,8,RGI60-07.00044
9,85.38838465144103,-0.06053730526301385,46.754623,0.0799666975399717,9,RGI60-07.00044
10,60.37871306676002,0.0,34.77026,0.0,10,RGI60-07.00044
0,310.2404428975221,0.08198101460539471,92.411644,-0.04775198212187597,0,RGI60-07.00045
1,438.74597233376255,0.032498941074460684,119.125626,0.002627172909479762,1,RGI60-07.00045
2,306.0190178049506,-0.05026855047614732,116.22516,0.01148889790963776,2,RGI60-07.00045
3,371.3086973793116,-0.04652539095448094,89.96976,0.006755318201911721,3,RGI60-07.00045
4,322.57245678666965,0.011193349206683662,77.05804,0.008395171209143841,4,RGI60-07.00045
5,388.4287806289169,-0.003621772805755996,78.17432,-0.007045315426417886,5,RGI60-07.00045
6,411.2010729899612,-0.0078411925272569,79.83084,-0.02162134296071508,6,RGI60-07.00045
7,367.7895704405468,-0.008190260149322134,79.82599,-0.002748478460656409,7,RGI60-07.00045
8,411.20140781370685,0.009222553953446306,75.76764,0.02067293975121477,8,RGI60-07.00045
9,367.7897043477425,0.0635777391285944,60.51561,0.12199143064494603,9,RGI60-07.00045
10,0.0,,49.677456,,10,RGI60-07.00045
0,231.95161550544472,0.1576413305323228,29.58703,0.15357103941653794,0,RGI60-07.00046
1,352.7264992341652,0.22328766592602942,40.78681,0.19803610290564386,1,RGI60-07.00046
2,287.02531296009386,0.07666498514344905,43.44222,0.09051717547989271,2,RGI60-07.00046
3,287.0253283875965,0.07643782789609406,31.79286,0.1122513179398861,3,RGI60-07.00046
4,287.0253438254217,0.2995964486242207,36.33173,0.23626204388089597,4,RGI60-07.00046
5,312.2742208618731,0.20574631248213945,52.21416,0.16800628338482934,5,RGI60-07.00046
6,289.9393261033617,0.07107998637598824,56.05962,0.08717377522775346,6,RGI60-07.00046
7,350.33513031874907,0.12411091330705198,51.43,0.12415092702880945,7,RGI60-07.00046
8,330.58191545793045,0.13578336309590597,50.997025,0.13831169658405876,8,RGI60-07.00046
9,330.5820743325518,0.09984280510447902,45.824043,0.12818885608033861,9,RGI60-07.00046
10,91.68700154802335,0.0,35.33221,0.0,10,RGI60-07.00046
0,54.006048459985976,0.11482601770645451,69.00683,0.023119962381832712,0,RGI60-07.00049
1,152.75213151953474,0.033466664043694576,62.5794,0.08482920856921013,1,RGI60-07.00049
2,114.56406346316287,-0.027051549842255263,51.497528,0.0973558843714276,2,RGI60-07.00049
3,152.75203773123155,0.15566086372071514,49.362366,0.09109139906584095,3,RGI60-07.00049
4,81.00898404313116,0.09272356352520866,57.01,0.07288069914975855,4,RGI60-07.00049
5,108.01197603890294,0.06350909453022714,57.36308,0.0719177176481084,5,RGI60-07.00049
6,81.00898001127824,0.0,51.979977,0.0,6,RGI60-07.00049
7,111.33619445134069,0.11462051078486142,50.958237,0.10022498477758628,7,RGI60-07.00049
8,81.00898105553793,0.16267920609532063,51.83529,0.16108378504405946,8,RGI60-07.00049
9,108.01197204744118,0.12137594191945318,51.32471,0.13188803377517416,9,RGI60-07.00049
10,0.0,,50.747787,,10,RGI60-07.00049
0,268.7271109579521,0.255860844374456,14.4298115,0.2550107618075715,0,RGI60-07.00050
1,342.03401051360214,0.17109545297255452,19.628246,0.1421360124432978,1,RGI60-07.00050
2,424.8955515604198,0.13391341056767683,29.05491,0.11374979295836966,2,RGI60-07.00050
3,391.2735726501891,0.14235292574130215,29.863129,0.16004672633866365,3,RGI60-07.00050
4,380.03881073254075,0.2773926902424116,54.35993,0.136325077214491,4,RGI60-07.00050
5,424.89660544389636,0.1721925130857474,120.97118,-0.007646597963789934,5,RGI60-07.00050
